Date,Company,Open,High,Low,Close,Volume
2012-03-09,AAPL,16.337249818278618,16.4432212655127,16.304227731397315,16.366069793701172,418919200
2012-03-12,AAPL,16.48044582466856,16.571107864379883,16.421005425681887,16.571107864379883,407282400
2012-03-13,AAPL,16.73741643143572,17.056829764869168,16.68367879228669,17.054428100585938,690855200
2012-03-14,AAPL,17.353129260372103,17.853563635320914,17.27357453099172,17.699260711669922,1418844000
2012-03-15,AAPL,18.000359256740307,18.01236757660957,17.36813644646978,17.578577041625977,1159718000
2012-03-16,AAPL,17.553364930703793,17.687854947818902,17.35162990503113,17.578882217407227,825487600
2012-03-19,AAPL,17.963136841887934,18.065204364359833,17.68334937429863,18.04509162902832,901236000
2012-03-20,AAPL,17.997357989939026,18.219205687489815,17.75629698058509,18.190988540649414,816662000
2012-03-21,AAPL,18.094328865363273,18.301768256805055,18.05440319149283,18.08712387084961,644042000
2012-03-22,AAPL,17.945431323157244,18.147167990825672,17.877886494349564,17.992263793945312,623870800
2012-03-23,AAPL,18.026778992288296,18.066105040548507,17.843955915063116,17.893489837646484,430488800
2012-03-26,AAPL,18.00576583859915,18.226715762360723,17.869776799144667,18.22161102294922,595742000
2012-03-27,AAPL,18.197596903400573,18.50079984213384,18.193994406529132,18.44676399230957,607129600
2012-03-28,AAPL,18.56383936984868,18.656002036956586,18.32157749042492,18.541025161743164,655460400
2012-03-29,AAPL,18.395734127554444,18.509210403163152,18.229123013558304,18.308074951171875,608238400
2012-03-30,AAPL,18.27534840107025,18.32908444484677,17.95023066650841,17.998563766479492,731038000
2012-04-02,AAPL,18.067015399942523,18.575556025189105,18.02348561528055,18.571353912353516,598351600
2012-04-03,AAPL,18.831612671317927,18.979013572667977,18.68781747186953,18.892253875732422,834559600
2012-04-04,AAPL,18.74305645328937,18.788386657022524,18.52240799113408,18.74185562133789,572980800
2012-04-05,AAPL,18.82201032788335,19.05256525743501,18.714538270948154,19.02314567565918,641298000
2012-04-09,AAPL,18.796496111786098,19.20807211977185,18.77158004667042,19.099699020385742,597536800
2012-04-10,AAPL,19.210773440618812,19.332955307390755,18.792593660596427,18.865842819213867,889725200
2012-04-11,AAPL,19.098795079885377,19.1189078115578,18.71273484281977,18.798593521118164,696614800
2012-04-12,AAPL,18.76257240148094,18.95260047915722,18.627481191435294,18.695627212524414,614336800
2012-04-13,AAPL,18.735851039875595,18.753563711572976,18.11743702800526,18.169071197509766,859644800
2012-04-16,AAPL,18.314068631986316,18.320672405869924,17.35912990153066,17.41556739807129,1050786800
2012-04-17,AAPL,17.379845337956155,18.312268149046027,17.168803520583246,18.30326271057129,1025528000
2012-04-18,AAPL,18.423949582387298,18.619981861436113,18.09342728305347,18.262441635131836,954531200
2012-04-19,AAPL,18.018674459057916,18.15406548180724,17.547358249038076,17.63501739501953,834719200
2012-04-20,AAPL,17.7532957672981,17.850561564194773,17.124074175838885,17.200925827026367,1030985200
2012-04-23,AAPL,17.12977780482381,17.311699852245642,16.709796014088898,17.162498474121094,966529200
2012-04-24,AAPL,16.889618101555374,17.04212058250967,16.6611649889819,16.819671630859375,1076149200
2012-04-25,AAPL,18.481587177953173,18.55243468234535,18.192192998720085,18.312273025512695,905777600
2012-04-26,AAPL,18.44045849900367,18.4530680397312,18.07601471514878,18.243227005004883,536068400
2012-04-27,AAPL,18.164270531719268,18.197592417129705,18.027077480413368,18.102127075195312,406722400
2012-04-30,AAPL,17.94602763716947,17.964040121012047,17.50172932186992,17.53114891052246,506144800
2012-05-01,AAPL,17.55876252182366,17.914800355774833,17.44858900270476,17.47560691833496,610999200
2012-05-02,AAPL,17.418876792266957,17.633820997012275,17.377448873221258,17.5911922454834,427389200
2012-05-03,AAPL,17.72687862126723,17.753896541230546,17.42067285627116,17.4663028717041,390549600
2012-05-04,AAPL,17.324002797983518,17.362427808835253,16.966462777536822,16.96886444091797,529992400
2012-05-07,AAPL,16.856300958001064,17.194627905878768,16.848194937660114,17.095861434936523,460118400
2012-05-08,AAPL,17.09885888550261,17.156497230442703,16.77314155367947,17.05683135986328,497252000
2012-05-09,AAPL,16.92233812761915,17.23094554504626,16.83678084989939,17.08684730529785,480704000
2012-05-10,AAPL,17.24895724680247,17.287983487855964,17.064635133523435,17.1270751953125,333200000
2012-05-11,AAPL,16.961362857783907,17.245653802224428,16.94184973992608,17.012697219848633,399546000
2012-05-14,AAPL,16.888423127880326,17.036721946008896,16.739223284488908,16.757835388183594,352626400
2012-05-15,AAPL,16.854801131273675,16.907935968912142,16.563604841809024,16.606233596801758,476336000
2012-05-16,AAPL,16.632645522698034,16.717902999924416,16.242083292928445,16.39338493347168,560896000
2012-05-17,AAPL,16.370276736790114,16.436021122691482,15.914271354675293,15.914271354675293,717220000
2012-05-18,AAPL,16.02954162478347,16.313231413464898,15.675905365686647,15.922069549560547,732292400
2012-05-21,AAPL,16.045746991929274,16.85748996914472,16.03223643308612,16.84968376159668,631106000
2012-05-22,AAPL,17.097951864752687,17.22793990659573,16.588512186469607,16.720300674438477,694870400
2012-05-23,AAPL,16.73621611049054,17.19552564482734,16.608031672108236,17.128280639648438,584897600
2012-05-24,AAPL,17.28768779757855,17.306601308191773,16.848192770251107,16.970975875854492,496230000
2012-05-25,AAPL,16.949059565569122,16.986884980155047,16.765335436188643,16.88001251220703,328507200
2012-05-29,AAPL,17.13848280657172,17.231544882138135,16.97067094271311,17.179609298706055,380508800
2012-05-30,AAPL,17.08745057063766,17.411367432764894,17.00819725073974,17.386751174926758,529429600
2012-05-31,AAPL,17.433876288126303,17.456692092077496,17.15529132979789,17.343517303466797,491674400
2012-06-01,AAPL,17.086251030312194,17.19102164090812,16.826877675215588,16.840986251831055,520987600
2012-06-04,AAPL,16.856292994558874,17.036412978144305,16.466032228500314,16.940048217773438,556995600
2012-06-05,AAPL,16.84938840885771,17.005493362128135,16.761129661861396,16.89621925354004,388214400
2012-06-06,AAPL,17.04452156514068,17.227043240163226,16.976375543823686,17.155296325683594,401455600
2012-06-07,AAPL,17.33031539250194,17.331214814282767,17.126478520462744,17.163103103637695,379766800
2012-06-08,AAPL,17.159493544966296,17.429074671421017,17.081441081584124,17.421268463134766,347516400
2012-06-11,AAPL,17.643421109548825,17.666836532657637,17.13037724504428,17.146589279174805,591264800
2012-06-12,AAPL,17.24535757121457,17.310199301745786,17.012400940530718,17.296390533447266,435380400
2012-06-13,AAPL,17.24715516110195,17.36603431946395,17.122871457259386,17.176307678222656,293580000
2012-06-14,AAPL,17.148683058959758,17.216529241845333,17.02920432444533,17.15738868713379,345573200
2012-06-15,AAPL,17.141481933991418,17.250154811994484,17.09795218006106,17.235445022583008,335255200
2012-06-18,AAPL,17.140287787469354,17.6485267939848,17.12257511154529,17.58518409729004,440412000
2012-06-19,AAPL,17.51373381581035,17.711866285023582,17.50472837748138,17.63411521911621,361404400
2012-06-20,AAPL,17.65813678704938,17.689358430432698,17.435687788497873,17.583988189697266,358943200
2012-06-21,AAPL,17.57497508375543,17.6584305045315,17.33481348875807,17.341718673706055,326351200
2012-06-22,AAPL,17.382854898623513,17.477417659028305,17.274181954530096,17.474716186523438,284471600
2012-06-25,AAPL,17.330609298625227,17.405660489476332,17.122570386038063,17.134578704833984,304382400
2012-06-26,AAPL,17.151389882014026,17.24625400352775,17.03130989260833,17.172405242919922,276536400
2012-06-27,AAPL,17.26157256358829,17.31380797988523,17.16911166020102,17.246562957763672,202997200
2012-06-28,AAPL,17.16160048152919,17.231546950193504,16.979678418959093,17.08294677734375,282836400
2012-06-29,AAPL,17.351624322045463,17.53174591064453,17.239049130794523,17.53174591064453,421500800
2012-07-02,AAPL,17.55366340537107,17.816038016150163,17.51974029786566,17.787519454956055,400092000
2012-07-03,AAPL,17.858365532181587,18.01206882905644,17.831948830162116,17.994356155395508,241712800
2012-07-05,AAPL,18.028879163065337,18.442556995657963,18.00156143575385,18.310468673706055,484383200
2012-07-06,AAPL,18.224906225888347,18.265433094555867,18.059496063131597,18.188581466674805,418930400
2012-07-09,AAPL,18.17117773552237,18.429350252803268,18.135454179001865,18.42905044555664,379405600
2012-07-10,AAPL,18.551528468823122,18.608567187058465,18.171473959622155,18.258533477783203,511957600
2012-07-11,AAPL,18.195792739892212,18.242023976082265,17.92861480090621,18.14505958557129,469322000
2012-07-12,AAPL,18.01927293825341,18.116237316467476,17.792320500237082,17.979045867919922,428041600
2012-07-13,AAPL,18.100624819493653,18.22790817852184,18.012064678092244,18.161264419555664,311427200
2012-07-16,AAPL,18.16577308976379,18.360902698107314,18.162770207837,18.21950912475586,301260400
2012-07-17,AAPL,18.335983953432876,18.35729912128132,18.10662986153916,18.220407485961914,293624800
2012-07-18,AAPL,18.20990532133199,18.262440532435203,18.118943476326137,18.19999885559082,252700000
2012-07-19,AAPL,18.350693940798735,18.472875786905284,18.19218732875593,18.44195556640625,436861600
2012-07-20,AAPL,18.4032300166201,18.445558944373637,18.12314276267937,18.141155242919922,397471200
2012-07-23,AAPL,17.843956425753902,18.18918844468553,17.643122464793397,18.127046585083008,487975600
2012-07-24,AAPL,18.233616877832112,18.302663920069914,17.96733837911731,18.039688110351562,565132400
2012-07-25,AAPL,17.2453545811648,17.43568083529219,17.11146422261362,17.260663986206055,877312800
2012-07-26,AAPL,17.40446179897966,17.42367511318695,17.122274262796008,17.257965087890625,406632800
2012-07-27,AAPL,17.261866753659838,17.586684620361698,17.159198014529267,17.566570281982422,403936400
2012-07-30,AAPL,17.73948657301538,17.995257391289098,17.64642288908582,17.862869262695312,379142400
2012-07-31,AAPL,18.109031603605434,18.363303360282448,18.093722198666477,18.3350830078125,462327600
2012-08-01,AAPL,18.489690664959944,18.504400458211382,18.102129698024058,18.216506958007812,384501600
2012-08-02,AAPL,18.09732733662917,18.33298382760117,18.019574658891216,18.245925903320312,332158400
2012-08-03,AAPL,18.4212470310666,18.551834739271168,18.359105161376366,18.483388900756836,344920800
2012-08-06,AAPL,18.531115055246623,18.758668719534633,18.470175634677855,18.689022064208984,302103200
2012-08-07,AAPL,18.695627779635885,18.762572970623122,18.553632982955964,18.63979148864746,290446800
2012-08-08,AAPL,18.594154748181783,18.72894611799349,18.52540912948687,18.608264923095703,244706000
2012-08-09,AAPL,18.62756409434447,18.744543314163263,18.62605701195513,18.714393615722656,221642400
2012-08-10,AAPL,18.653498005302843,18.745450984271038,18.653196910780668,18.743642807006836,194938800
2012-08-13,AAPL,18.7945912274511,18.99387550354004,18.790369464554857,18.99387550354004,278832400
2012-08-14,AAPL,19.05025044263916,19.253455346741546,19.000202757667097,19.044822692871094,340169200
2012-08-15,AAPL,19.03307258835918,19.114474373935263,18.92604395692446,19.018901824951172,257342400
2012-08-16,AAPL,19.030350439834905,19.197676789301713,19.008943757680566,19.185014724731445,254534000
2012-08-17,AAPL,19.29536323232602,19.54228319137132,19.259486303602625,19.539871215820312,442761200
2012-08-20,AAPL,19.597159552884843,20.05361557006836,19.59384268317022,20.05361557006836,613384800
2012-08-21,AAPL,20.224556125879943,20.3469614762486,19.606802139403744,19.779556274414062,812719600
2012-08-22,AAPL,19.730116444169163,20.1696886357741,19.539876251415553,20.165769577026367,565322800
2012-08-23,AAPL,20.082554059893955,20.196818590871114,19.933014786862188,19.977636337280273,420128800
2012-08-24,AAPL,19.88356791740483,20.184153500731277,19.764178358481338,19.995420455932617,437340400
2012-08-27,AAPL,20.50102691347526,20.527558652278618,20.306566560853724,20.37108612060547,427008400
2012-08-28,AAPL,20.349977227054772,20.38374488915305,20.220034845101818,20.34455108642578,267416800
2012-08-29,AAPL,20.35812046775738,20.43108033112369,20.278225770424683,20.304454803466797,202806800
2012-08-30,AAPL,20.219132118159497,20.24656713677127,19.984270389783074,20.01502227783203,302699600
2012-08-31,AAPL,20.116926705003994,20.157627592972275,19.815436141331663,20.05632781982422,338321200
2012-09-04,AAPL,20.072006135224402,20.354803086209703,20.034018316869417,20.34967803955078,367892000
2012-09-05,AAPL,20.36776722425161,20.3912831853312,20.1877771369361,20.206771850585938,336375200
2012-09-06,AAPL,20.29540858832445,20.449771825670375,20.223955814946958,20.388870239257812,391196400
2012-09-07,AAPL,20.442540641490787,20.57610264087346,20.373802527234833,20.514598846435547,329666400
2012-09-10,AAPL,20.514893816834785,20.600515742079107,19.961659316463418,19.980955123901367,487998000
2012-09-11,AAPL,20.052411137092815,20.202853732150928,19.79282741865032,19.9161376953125,503983200
2012-09-12,AAPL,20.104860933386966,20.1968154800571,19.777745232878267,20.193498611450195,712233200
2012-09-13,AAPL,20.422036961123023,20.66714881335366,20.343649343528735,20.59117317199707,598360000
2012-09-14,AAPL,20.8016155898839,21.013260884713002,20.739205297650813,20.841411590576172,600474000
2012-09-17,AAPL,21.084704831121847,21.09827179022572,20.94179931387699,21.09766960144043,398031200
2012-09-18,AAPL,21.100689253110406,21.174554006344277,20.99637370503929,21.16189193725586,373503200
2012-09-19,AAPL,21.112145869481267,21.224600623327998,21.091342979820325,21.167619705200195,326874800
2012-09-20,AAPL,21.078979215899157,21.10611474839398,20.911953919048855,21.06511116027832,336568400
2012-09-21,AAPL,21.176968943635497,21.25716474262768,21.085014357323463,21.107023239135742,571589200
2012-09-24,AAPL,20.708146858684785,20.957177722380543,20.591771442557423,20.826631546020508,639766400
2012-09-25,AAPL,20.75035859133171,20.88663363743583,20.290284593876112,20.30656623840332,518789600
2012-09-26,AAPL,20.161849366608244,20.280937865598656,19.934526260784125,20.054519653320312,576503200
2012-09-27,AAPL,20.02768554926475,20.566749277731574,19.90889815229753,20.541122436523438,594090000
2012-09-28,AAPL,20.46363357662571,20.53478523362461,20.10184535373891,20.112398147583008,535110800
2012-10-01,AAPL,20.234804922509642,20.403338894366662,19.792820873989086,19.87995147705078,543594800
2012-10-02,AAPL,19.95291736926892,20.08979460642353,19.616454732646755,19.937843322753906,627992400
2012-10-03,AAPL,20.044874553298047,20.255917655475773,19.977641919520178,20.243555068969727,424281200
2012-10-04,AAPL,20.237519842937342,20.327967323144563,20.065672206752694,20.103357315063477,370725600
2012-10-05,AAPL,20.055121275153073,20.079239424688446,19.635447117746292,19.674942016601562,594006000
2012-10-08,AAPL,19.50279410634362,19.5232959046317,19.17808864416132,19.240196228027344,637994000
2012-10-09,AAPL,19.254665579920946,19.310139416762066,18.799415584208088,19.17024803161621,838597200
2012-10-10,AAPL,19.28753255556148,19.44551380800936,19.204924769379286,19.32280731201172,510356000
2012-10-11,AAPL,19.491331368935498,19.51243534901954,18.936588287353516,18.936588287353516,546081200
2012-10-12,AAPL,18.980609360121512,19.15607657921196,18.85217567046252,18.985132217407227,460014800
2012-10-15,AAPL,19.064729455113067,19.148543217360473,18.808462605581138,19.137388229370117,432502000
2012-10-16,AAPL,19.155772736724987,19.60589760525171,19.024020586484475,19.59052085876465,549771600
2012-10-17,AAPL,19.56278433872064,19.68096791656353,19.41595814962097,19.434349060058594,389037600
2012-10-18,AAPL,19.283008998035886,19.357475951465197,18.993879365820092,19.07347297668457,476624400
2012-10-19,AAPL,19.025528432298163,19.04723460090226,18.379434606659874,18.38606834411621,744086000
2012-10-22,AAPL,18.463857279401314,19.15607831501467,18.41380958066489,19.11537742614746,546730800
2012-10-23,AAPL,19.02401899172996,19.11145229201736,18.44214524200136,18.492191314697266,707145600
2012-10-24,AAPL,18.735799384884015,18.88985990849701,18.41018909822444,18.596811294555664,558527200
2012-10-25,AAPL,18.692386135263547,18.75268553665089,18.256733023557963,18.37702751159668,656325600
2012-10-26,AAPL,18.373701729927667,18.51148378260375,17.818057104300742,18.209993362426758,1018432800
2012-10-31,AAPL,17.935041170671568,18.148496195070887,17.718571981637144,17.948307037353516,510003200
2012-11-01,AAPL,18.035742053217483,18.179853606017932,17.91363938073646,17.985092163085938,361298000
2012-11-02,AAPL,17.96549430590644,17.997452183835044,17.32814492432514,17.389949798583984,599373600
2012-11-05,AAPL,17.592547581440034,17.72068016303487,17.4140646064116,17.62571144104004,529135600
2012-11-06,AAPL,17.794848375469435,17.810223513061214,17.489137699049074,17.57234764099121,374917200
2012-11-07,AAPL,17.379723541208968,17.40092391225492,16.831836207444304,16.899982452392578,793648800
2012-11-08,AAPL,16.97963396791227,17.02809380310426,16.212169929130766,16.28667449951172,1056146000
2012-11-09,AAPL,16.367541996984205,16.80548728028836,16.16462046396041,16.568645477294922,929913600
2012-11-12,AAPL,16.783376013856067,16.79397700687605,16.3139318873405,16.44053077697754,515802000
2012-11-13,AAPL,16.32181543867663,16.672232292393566,16.244583753686687,16.442659378051758,532949200
2012-11-14,AAPL,16.52140584966097,16.58046509097107,16.239133634867613,16.260334014892578,477170400
2012-11-15,AAPL,16.280010490903376,16.339674635300714,15.828436363831994,15.919295310974121,789910800
2012-11-16,AAPL,15.906585913215844,16.05196226557876,15.317509054628562,15.981697082519531,1266893600
2012-11-19,AAPL,16.376324328961882,17.1877047262651,16.351187001415358,17.134098052978516,823317600
2012-11-20,AAPL,17.321274114276388,17.322485610490386,16.796405106326795,16.98811912536621,642754000
2012-11-21,AAPL,17.089278485555944,17.183771956577814,16.857583470782643,17.012046813964844,373002000
2012-11-23,AAPL,17.17771612389808,17.324001477190457,17.03930630560328,17.308856964111328,272826400
2012-11-26,AAPL,17.442120868792546,17.86916284005351,17.37579265339841,17.854928970336914,630579600
2012-11-27,AAPL,17.855530666450814,17.88188111297726,17.56932156562734,17.711063385009766,533330000
2012-11-28,AAPL,17.4836096235552,17.74195593242973,17.33187336322926,17.655336380004883,520864400
2012-11-29,AAPL,17.87582711094759,17.997880927865513,17.725302319256755,17.84977912902832,514698800
2012-11-30,AAPL,17.77193668046609,17.820698991291838,17.647458294008807,17.72620391845703,391319600
2012-12-03,AAPL,17.979710877925164,18.008180236446307,17.732872918350296,17.75377082824707,364280000
2012-12-04,AAPL,17.620805024216423,17.620805024216423,17.327933548015654,17.44059944152832,557068400
2012-12-05,AAPL,17.23041582851361,17.240712738972274,16.317573527297633,16.318180084228516,1044638000
2012-12-06,AAPL,16.019856818754526,16.757942828337715,15.707599676820202,16.57410430908203,1177212400
2012-12-07,AAPL,16.760669703732713,16.815185425398045,16.05196046962778,16.150392532348633,787040800
2012-12-10,AAPL,15.900525902881595,16.309699500815153,15.796945389599456,16.0465087890625,630484400
2012-12-11,AAPL,16.347858278652794,16.644365903050012,16.275170125359608,16.396923065185547,592345600
2012-12-12,AAPL,16.59014900021524,16.59711550676087,16.24185278765818,16.324535369873047,487144000
2012-12-13,AAPL,16.08678892257293,16.283350567818083,15.924754114876245,16.042570114135742,625259600
2012-12-14,AAPL,15.590087432814924,15.692456453668687,15.312358753950123,15.439865112304688,1009579200
2012-12-17,AAPL,15.413812736305044,15.749086555381524,15.180605428541053,15.713650703430176,757607200
2012-12-18,AAPL,15.900520368560763,16.200358336729018,15.756658055468666,16.170072555541992,625685200
2012-12-19,AAPL,16.096481561433908,16.164021273253542,15.915669361379562,15.940201759338379,449369200
2012-12-20,AAPL,16.051962590881804,16.058020073810134,15.71517462749381,15.801491737365723,481689600
2012-12-21,AAPL,15.521028484310584,15.739092912538917,15.453488795212753,15.728796005249023,596268400
2012-12-24,AAPL,15.759692578234878,15.87780942662334,15.710021228735922,15.754240036010742,175753200
2012-12-26,AAPL,15.71880224678488,15.732735261606555,15.480143969106303,15.53708267211914,302436400
2012-12-27,AAPL,15.553435196548973,15.635512839841407,15.284489546604028,15.599472045898438,455120400
2012-12-28,AAPL,15.455009368701587,15.581910785476541,15.38928609364529,15.433807373046875,354278400
2012-12-31,AAPL,15.462271030502233,16.215502865973534,15.415933332329917,16.11767578125,659492400
2013-01-02,AAPL,16.77338498359716,16.809123309556938,16.40419085021988,16.628311157226562,560518000
2013-01-03,AAPL,16.59347789130551,16.647691115332186,16.385105465812885,16.418420791625977,352965200
2013-01-04,AAPL,16.26305142801829,16.31332769918246,15.925657098169932,15.961092948913574,594333600
2013-01-07,AAPL,15.809663219617924,16.03075561668613,15.60371371642818,15.867208480834961,484156400
2013-01-08,AAPL,16.028032488136514,16.109201128517217,15.786951177251684,15.909914016723633,458707200
2013-01-09,AAPL,15.824804866802209,15.900825034856592,15.627638322294347,15.66125774383545,407604400
2013-01-10,AAPL,16.00804377928449,16.013192234609512,15.613408127806567,15.855400085449219,601146000
2013-01-11,AAPL,15.7793800430469,15.910218420373056,15.719411779486915,15.758179664611816,350506800
2013-01-14,AAPL,15.224525857471876,15.370508747208904,15.098230997317014,15.19636058807373,734207600
2013-01-15,AAPL,15.091870067385369,15.112767974525859,14.639991645114007,14.716920852661133,876772400
2013-01-16,AAPL,14.981022198310955,15.429266180033617,14.91620956444443,15.327804565429688,690804800
2013-01-17,AAPL,15.455614903493748,15.468941364351837,15.204841610014297,15.224526405334473,453678400
2013-01-18,AAPL,15.098529062242998,15.210590020142332,15.034321389363392,15.143354415893555,472922800
2013-01-22,AAPL,15.281465632924252,15.382016595338344,15.041291737564826,15.287825584411621,461546400
2013-01-23,AAPL,15.410177682998816,15.597349755558403,15.287819832250314,15.567668914794922,861509600
2013-01-24,AAPL,13.931886169850518,14.10542934265375,13.636590068157734,13.644163131713867,1460852400
2013-01-25,AAPL,13.680203926878917,13.81770468720602,13.174718109348024,13.322517395019531,1208026400
2013-01-28,AAPL,13.260429978119337,13.726238885646152,13.200765010937554,13.623869895935059,785517600
2013-01-29,AAPL,13.886461176490743,13.937948970411135,13.693231523150965,13.879494667053223,571158000
2013-01-30,AAPL,13.841024918526717,14.010631125340577,13.765308843957646,13.83587646484375,417155200
2013-01-31,AAPL,13.84042067869292,13.910079276718525,13.779847492479645,13.795292854309082,319334400
2013-02-01,AAPL,13.904931198989798,13.916137133605936,13.579046833700989,13.738656997680664,539484400
2013-02-04,AAPL,13.747442085047728,13.808924308943988,13.386727554780371,13.396419525146484,477117200
2013-02-05,AAPL,13.4488125667174,13.924011774857272,13.393387836499045,13.866466522216797,573347600
2013-02-06,AAPL,13.824974434808565,14.128749408461134,13.70715845720454,13.851627349853516,593706400
2013-02-07,AAPL,14.112088652374608,14.31771401506383,13.833958345357447,14.263490676879883,704580800
2013-02-08,AAPL,14.43956660740097,14.586094389775825,14.264401929169097,14.469420433044434,633158400
2013-02-11,AAPL,14.515728898010574,14.772839567991873,14.416724793179764,14.620217323303223,517490400
2013-02-12,AAPL,14.60742174870614,14.694851992129484,14.24886989742992,14.253744125366211,609053200
2013-02-13,AAPL,14.232722995185128,14.42860153670148,14.111174795322768,14.226630210876465,475207600
2013-02-14,AAPL,14.150780418655556,14.36767871048458,14.13554926774606,14.213839530944824,355275200
2013-02-15,AAPL,14.28268030882098,14.32258844748749,14.010644439826798,14.017955780029297,391745200
2013-02-19,AAPL,14.046595555527391,14.096250536816294,13.82573737018247,14.01278018951416,435783600
2013-02-20,AAPL,13.942709679263686,13.942709679263686,13.67189076811982,13.673415184020996,476302400
2013-02-21,AAPL,13.586597800952326,13.683167214521717,13.489724968343545,13.588425636291504,447182400
2013-02-22,AAPL,13.685601696528634,13.757189053117752,13.604873538089693,13.733123779296875,330654800
2013-02-25,AAPL,13.82573333168225,13.864421287848153,13.482107653395998,13.489114761352539,372579200
2013-02-26,AAPL,13.520188079495991,13.755364679108048,13.332535198710586,13.677074432373047,501499600
2013-02-27,AAPL,13.660622030665992,13.78278031597859,13.42361924119338,13.543034553527832,587350400
2013-02-28,AAPL,13.52719091994794,13.643559812685714,13.446463584899902,13.446463584899902,322515200
